index	language	glottocode	iso	word_forms	colexification_type	source_domain	target_domain	source_concept_ID	target_concept_ID	source_concept_definition	target_concept_definition	source_translation_in_English	target_translation_in_English	macro_area	language_family	latitude	longitude
4048	Thai	thai1261	tha	ปลอกคอ ; ใส่ปลอกคอ	partial	object	action	n04680752	v01215694	a band of leather or rope that is placed around an animal's neck as a harness or to identify it	furnish with a collar	collar	collar	Eurasia	Tai-Kadai	14.192	100.671
4049	Thai	thai1261	tha	ปลอกคอ ; สวมปลอกคอ	partial	object	action	n04680752	v01215694	a band of leather or rope that is placed around an animal's neck as a harness or to identify it	furnish with a collar	collar	collar	Eurasia	Tai-Kadai	14.192	100.671
4050	Finnish	finn1318	fin	kaulapanta ; panna kaulapanta	partial	object	action	n04680752	v01215694	a band of leather or rope that is placed around an animal's neck as a harness or to identify it	furnish with a collar	collar	collar	Eurasia	Uralic	64.7628	25.5577
4051	Romanian	roma1327	ron	zgardă ; punezgardă	partial	object	action	n04680752	v01215694	a band of leather or rope that is placed around an animal's neck as a harness or to identify it	furnish with a collar	collar	collar	Eurasia	Indo-European	46.3913	24.2256
4053	English	stan1293	eng	can	full	instrument	action	n04438897	v00213794	airtight sealed metal container for food or drink or paint etc.	preserve in a can or tin	can	can	Africa;Eurasia;South America	Indo-European	53	-1
4054	English	stan1293	eng	canal	full	object	action	n02947212	v02336015	long and narrow strip of water made for boats or for irrigation	provide (a city) with a canal	canal	canal	Africa;Eurasia;South America	Indo-European	53	-1
4055	English	stan1293	eng	cane	full	instrument	action	n02949084	v01412204	a stiff switch used to hit students as punishment	beat with a cane	cane	flog	Africa;Eurasia;South America	Indo-European	53	-1
4059	English	stan1293	eng	canker	full	action	result	v00089973	n14212759	infect with a canker	an ulceration (especially of the lips or lining of the mouth)	canker	canker	Africa;Eurasia;South America	Indo-European	53	-1
4060	English	stan1293	eng	canker	full	action	result	v00090075	n14212759	become infected with a canker	an ulceration (especially of the lips or lining of the mouth)	canker	canker	Africa;Eurasia;South America	Indo-European	53	-1
4061	English	stan1293	eng	comb ; comb out	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Africa;Eurasia;South America	Indo-European	53	-1
4062	Mongolian	mong1331	mon	сам ; самнах	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
4063	Farsic-Caucasian Tat	fars1254	fas	شانه ; شانه زدن	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	37.24538474190638	50.26938429326292
4064	Basque	basq1248	eus	orrazi ; orraztu	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia		43.2787	-1.31622
4065	Spanish	stan1288	spa	peine ; peinar	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	40.4414	-1.11788
4066	Dutch	dutc1256	nld	kam ; kammen	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	52	5
4067	Portuguese	port1283	por	pente ; pentear	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	39.91	-8.1
4068	Italian	ital1282	ita	pettine ; pettinare	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	43.0464	12.6489
4069	Finnish	finn1318	fin	kampa ; kammata	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	64.7628	25.5577
4070	Hungarian	hung1274	hun	fésű ; fésül	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	46.9068585714	19.6555271429
4071	Korean	kore1280	kor	빗 ; 빗다	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Koreanic	37.54	126.98
4072	Chukchi	chuk1273	ckt	мычунэн’ ; мычунэн’эткук	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Chukotko-Kamchatkan	68.6436	170.045
4073	Northern Kurdish	nort2641	kmr	şeh ; şeh kirin	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	37	43
4074	Occitan	occi1239	oci	penche ; penchenar	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	44.1415	6.82979
4075	Eastern Armenian	nucl1235	hye	սանր ; սանրել	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	40	45
4076	Hindi	hind1269	hin	कंघी ; कंघी करना	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	25	77
4077	Central Siberian Yupik	cent2128	ess	мысюна ; мысюнаӄа	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Eskimo-Aleut	63.4308	189.728
4078	Central Siberian Yupik	cent2128	ess	мысюна ; мысюнаӄуӄ	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Eskimo-Aleut	63.4308	189.728
4079	Central Kurdish	cent1972	kur	şeh ; şeh kirin	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	35.6539	45.8077
4080	Lak	lakk1252	lbe	ттарал ; ттарал дуккан	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Nakh-Daghestanian	42.1328	47.0809
4081	Inari Saami	inar1241	smn	čohhoom ; čohhoođ	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	69.4229	27.8658
4082	Udmurt	udmu1245	udm	сын ; сынаны	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	56.12921	52.63548
4083	Welsh	wels1247	cym	crib ; cribo	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	52	-4
4084	Kildin Saami	kild1236	sjd	чоагкь ; чоагкэ	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	68.2158	35.8348
4085	North Saami	nort2671	sme	čohkun ; čohkut	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	68.725	22.1113
4086	Oirad-Kalmyk-Darkhat	kalm1243	xal	сам ; самлх	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Mongolic-Khitan	46.566667	45.316667
4087	Estonian	esto1258	est	kamm ; kammima	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	58.55	25.82
4088	Liv	livv1244	liv	kem ; kemmõ	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Uralic	57.566	22.0262
4089	Volapük	vola1234	vol	köb ; köbön	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Artificial Language	NA	NA
4090	Breton	bret1244	bre	krib ; kribat	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	48.2452	-3.78934
4091	Swedish	swed1254	swe	kam ; kamma	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	59.800634	17.389526
4092	Northern Pashto	nort2646	pbu	ګمنځ ; ګمنځول	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	34	71.33
4093	Russian	russ1263	rus	расчёска ; расчёсывать	partial	instrument	action	n03075097	v00038365	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	smoothen and neaten with or as with a comb	comb	disentangle	Eurasia	Indo-European	59	50
4094	English	stan1293	eng	canker	full	action	result	v00089973	n14279417	infect with a canker	a fungal disease of woody plants that causes localized damage to the bark	canker	canker	Africa;Eurasia;South America	Indo-European	53	-1
4095	English	stan1293	eng	canker	full	action	result	v00090075	n14279417	become infected with a canker	a fungal disease of woody plants that causes localized damage to the bark	canker	canker	Africa;Eurasia;South America	Indo-European	53	-1
4096	Mongolian	mong1331	mon	сам ; самнах	partial	instrument	action	n03075097	v01596645	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	straighten with a comb	comb	comb	Eurasia	Mongolic-Khitan	45.77047900000001	87.25413566666667
4097	Farsic-Caucasian Tat	fars1254	fas	شانه ; شانه کردن	partial	instrument	action	n03075097	v01596645	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair	straighten with a comb	comb	comb	Eurasia	Indo-European	37.24538474190638	50.26938429326292
